"obsID","alt","choice","price","fuelEconomy","accelTime","powertrain","outsideGood"
1415,4,1,0,0,0,"gas",1
1416,1,0,20,25,6,"gas",0
1416,2,0,15,30,6,"elec",0
1416,3,0,25,25,6,"gas",0
1416,4,1,0,0,0,"gas",1
1417,1,0,15,30,8,"gas",0
1417,2,0,15,30,6,"elec",0
1417,3,0,25,25,6,"elec",0
1417,4,1,0,0,0,"gas",1
1418,1,0,20,30,6,"gas",0
1418,2,0,15,30,7,"gas",0
1418,3,0,20,25,8,"gas",0
1418,4,1,0,0,0,"gas",1
1419,1,0,25,25,7,"elec",0
1419,2,0,15,30,8,"gas",0
1419,3,0,20,30,6,"gas",0
1419,4,1,0,0,0,"gas",1
1420,1,0,15,20,6,"elec",0
1420,2,0,15,25,8,"gas",0
1420,3,0,15,30,6,"gas",0
1420,4,1,0,0,0,"gas",1
1421,1,0,25,30,6,"elec",0
1421,2,0,20,25,6,"elec",0
1421,3,0,25,30,8,"elec",0
1421,4,1,0,0,0,"gas",1
1422,1,0,15,25,6,"gas",0
1422,2,0,25,20,8,"gas",0
1422,3,0,25,30,7,"gas",0
1422,4,1,0,0,0,"gas",1
1423,1,0,15,25,8,"gas",0
1423,2,0,15,25,7,"gas",0
1423,3,0,15,20,8,"elec",0
1423,4,1,0,0,0,"gas",1
1424,1,0,15,20,8,"gas",0
1424,2,0,25,30,6,"gas",0
1424,3,0,25,20,6,"elec",0
1424,4,1,0,0,0,"gas",1
1425,1,0,20,25,6,"gas",0
1425,2,0,20,30,8,"gas",0
1425,3,0,15,25,6,"gas",0
1425,4,1,0,0,0,"gas",1
1426,1,0,15,20,7,"gas",0
1426,2,0,25,25,7,"elec",0
1426,3,0,20,20,6,"gas",0
1426,4,1,0,0,0,"gas",1
1427,1,0,15,30,7,"gas",0
1427,2,0,15,20,7,"gas",0
1427,3,0,15,25,6,"gas",0
1427,4,1,0,0,0,"gas",1
1428,1,0,15,25,6,"elec",0
1428,2,0,15,30,6,"elec",0
1428,3,0,20,25,8,"elec",0
1428,4,1,0,0,0,"gas",1
1429,1,0,20,25,8,"gas",0
1429,2,0,25,20,8,"elec",0
1429,3,0,25,30,8,"gas",0
1429,4,1,0,0,0,"gas",1
1430,1,0,25,25,6,"elec",0
1430,2,0,20,25,6,"elec",0
1430,3,0,20,25,8,"gas",0
1430,4,1,0,0,0,"gas",1
1431,1,0,20,25,7,"elec",0
1431,2,0,20,25,6,"elec",0
1431,3,0,15,30,8,"gas",0
1431,4,1,0,0,0,"gas",1
1432,1,0,15,20,6,"gas",0
1432,2,0,25,20,8,"gas",0
1432,3,0,25,25,8,"gas",0
1432,4,1,0,0,0,"gas",1
1433,1,0,15,30,6,"gas",0
1433,2,0,15,20,6,"elec",0
1433,3,0,15,25,6,"elec",0
1433,4,1,0,0,0,"gas",1
1434,1,0,25,30,6,"elec",0
1434,2,0,15,20,8,"elec",0
1434,3,0,15,30,6,"elec",0
1434,4,1,0,0,0,"gas",1
1435,1,0,20,20,8,"elec",0
1435,2,0,15,30,7,"gas",0
1435,3,0,20,30,6,"elec",0
1435,4,1,0,0,0,"gas",1
1436,1,0,15,30,7,"gas",0
1436,2,0,20,25,8,"elec",0
1436,3,0,25,30,8,"gas",0
1436,4,1,0,0,0,"gas",1
1437,1,0,25,25,8,"elec",0
1437,2,0,15,30,6,"gas",0
1437,3,0,15,25,6,"elec",0
1437,4,1,0,0,0,"gas",1
1438,1,0,15,25,6,"elec",0
1438,2,0,20,30,6,"gas",0
1438,3,0,20,20,8,"elec",0
1438,4,1,0,0,0,"gas",1
1439,1,0,15,20,6,"gas",0
1439,2,0,25,20,8,"elec",0
1439,3,0,20,20,7,"gas",0
1439,4,1,0,0,0,"gas",1
1440,1,0,15,30,6,"gas",0
1440,2,0,15,25,8,"elec",0
1440,3,0,15,20,6,"elec",0
1440,4,1,0,0,0,"gas",1
1441,1,0,20,30,7,"gas",0
1441,2,0,25,25,7,"elec",0
1441,3,0,20,20,8,"gas",0
1441,4,1,0,0,0,"gas",1
1442,1,0,15,30,6,"gas",0
1442,2,0,20,25,7,"elec",0
1442,3,0,25,25,7,"gas",0
1442,4,1,0,0,0,"gas",1
1443,1,0,25,30,6,"gas",0
1443,2,0,20,25,8,"gas",0
1443,3,0,15,25,7,"elec",0
1443,4,1,0,0,0,"gas",1
1444,1,0,15,25,7,"gas",0
1444,2,0,25,30,8,"gas",0
1444,3,0,25,25,6,"gas",0
1444,4,1,0,0,0,"gas",1
1445,1,0,20,25,7,"gas",0
1445,2,0,20,30,8,"gas",0
1445,3,0,15,25,8,"gas",0
1445,4,1,0,0,0,"gas",1
1446,1,0,20,25,6,"elec",0
1446,2,0,15,25,8,"elec",0
1446,3,0,25,25,7,"gas",0
1446,4,1,0,0,0,"gas",1
1447,1,0,20,25,8,"elec",0
1447,2,0,25,30,6,"gas",0
1447,3,0,15,25,6,"elec",0
1447,4,1,0,0,0,"gas",1
1448,1,0,20,25,8,"elec",0
1448,2,0,25,20,7,"gas",0
1448,3,0,20,25,6,"gas",0
1448,4,1,0,0,0,"gas",1
1449,1,0,25,20,7,"elec",0
1449,2,0,25,25,7,"elec",0
1449,3,0,25,30,6,"elec",0
1449,4,1,0,0,0,"gas",1
1450,1,0,20,25,8,"gas",0
1450,2,0,25,30,7,"gas",0
1450,3,0,20,25,8,"elec",0
1450,4,1,0,0,0,"gas",1
1451,1,0,15,25,8,"elec",0
1451,2,0,15,20,7,"gas",0
1451,3,0,25,25,8,"elec",0
1451,4,1,0,0,0,"gas",1
1452,1,0,20,20,8,"gas",0
1452,2,0,25,20,8,"elec",0
1452,3,0,15,25,8,"elec",0
1452,4,1,0,0,0,"gas",1
1453,1,0,25,30,7,"gas",0
1453,2,0,20,30,8,"elec",0
1453,3,0,25,25,6,"gas",0
1453,4,1,0,0,0,"gas",1
1454,1,0,15,25,7,"gas",0
1454,2,0,25,25,6,"elec",0
1454,3,0,15,30,6,"elec",0
1454,4,1,0,0,0,"gas",1
1455,1,0,20,30,7,"elec",0
1455,2,0,20,25,8,"elec",0
1455,3,0,15,20,8,"gas",0
1455,4,1,0,0,0,"gas",1
1456,1,0,15,25,6,"gas",0
1456,2,0,20,20,6,"elec",0
1456,3,0,15,30,6,"gas",0
1456,4,1,0,0,0,"gas",1
1457,1,0,25,25,8,"elec",0
1457,2,0,15,25,7,"elec",0
1457,3,0,15,25,8,"elec",0
1457,4,1,0,0,0,"gas",1
1458,1,0,25,25,6,"elec",0
1458,2,0,25,20,6,"elec",0
1458,3,0,15,20,6,"elec",0
1458,4,1,0,0,0,"gas",1
1459,1,0,20,30,6,"gas",0
1459,2,0,25,20,7,"gas",0
1459,3,0,15,30,6,"gas",0
1459,4,1,0,0,0,"gas",1
1460,1,0,15,20,6,"gas",0
1460,2,0,25,30,7,"gas",0
1460,3,0,25,30,8,"elec",0
1460,4,1,0,0,0,"gas",1
1461,1,0,25,25,6,"elec",0
1461,2,0,15,20,7,"elec",0
1461,3,0,20,25,6,"gas",0
1461,4,1,0,0,0,"gas",1
1462,1,0,25,25,7,"elec",0
1462,2,0,20,25,6,"gas",0
1462,3,0,15,20,8,"gas",0
1462,4,1,0,0,0,"gas",1
1463,1,0,25,20,7,"elec",0
1463,2,0,25,25,6,"gas",0
1463,3,0,20,25,6,"elec",0
1463,4,1,0,0,0,"gas",1
1464,1,0,20,30,6,"gas",0
1464,2,0,25,30,8,"gas",0
1464,3,0,15,20,6,"elec",0
1464,4,1,0,0,0,"gas",1
1465,1,0,25,20,6,"elec",0
1465,2,0,25,30,7,"gas",0
1465,3,0,15,25,7,"gas",0
1465,4,1,0,0,0,"gas",1
1466,1,0,15,30,8,"elec",0
1466,2,0,15,30,7,"elec",0
1466,3,0,15,30,7,"gas",0
1466,4,1,0,0,0,"gas",1
1467,1,0,15,20,7,"gas",0
1467,2,0,20,25,8,"gas",0
1467,3,0,20,30,7,"elec",0
1467,4,1,0,0,0,"gas",1
1468,1,0,15,20,8,"gas",0
1468,2,0,20,20,7,"elec",0
1468,3,0,25,25,8,"elec",0
1468,4,1,0,0,0,"gas",1
1469,1,1,15,30,7,"gas",0
1469,2,0,15,25,7,"elec",0
1469,3,0,15,30,8,"elec",0
1469,4,0,0,0,0,"gas",1
1470,1,0,15,25,6,"gas",0
1470,2,0,25,20,7,"gas",0
1470,3,0,15,30,7,"elec",0
1470,4,1,0,0,0,"gas",1
1471,1,0,20,30,7,"gas",0
1471,2,0,15,25,8,"gas",0
1471,3,0,20,20,8,"gas",0
1471,4,1,0,0,0,"gas",1
1472,1,0,20,20,6,"elec",0
1472,2,0,20,25,8,"gas",0
1472,3,0,15,25,8,"gas",0
1472,4,1,0,0,0,"gas",1
1473,1,0,25,30,6,"gas",0
1473,2,0,20,20,6,"elec",0
1473,3,0,15,20,8,"elec",0
1473,4,1,0,0,0,"gas",1
1474,1,0,20,20,7,"gas",0
1474,2,0,20,25,8,"elec",0
1474,3,0,20,20,7,"elec",0
1474,4,1,0,0,0,"gas",1
1475,1,0,25,20,6,"gas",0
1475,2,0,20,20,6,"elec",0
1475,3,0,15,25,8,"elec",0
1475,4,1,0,0,0,"gas",1
1476,1,0,15,30,8,"gas",0
1476,2,0,25,20,6,"elec",0
1476,3,0,15,25,7,"elec",0
1476,4,1,0,0,0,"gas",1
1477,1,0,15,25,8,"gas",0
1477,2,0,20,20,7,"elec",0
1477,3,0,20,30,6,"elec",0
1477,4,1,0,0,0,"gas",1
1478,1,0,25,25,8,"gas",0
1478,2,0,25,25,7,"gas",0
1478,3,0,25,30,8,"elec",0
1478,4,1,0,0,0,"gas",1
1479,1,0,15,30,8,"gas",0
1479,2,0,20,25,8,"elec",0
1479,3,0,25,20,7,"gas",0
1479,4,1,0,0,0,"gas",1
1480,1,0,20,25,8,"gas",0
1480,2,0,25,30,8,"gas",0
1480,3,0,15,20,7,"gas",0
1480,4,1,0,0,0,"gas",1
1481,1,0,20,30,6,"gas",0
1481,2,0,15,25,6,"elec",0
1481,3,0,20,20,6,"elec",0
1481,4,1,0,0,0,"gas",1
1482,1,0,20,25,8,"gas",0
1482,2,0,20,25,7,"gas",0
1482,3,0,25,30,8,"gas",0
1482,4,1,0,0,0,"gas",1
1483,1,0,20,25,7,"gas",0
1483,2,0,25,20,6,"elec",0
1483,3,0,20,20,7,"elec",0
1483,4,1,0,0,0,"gas",1
1484,1,0,15,20,8,"gas",0
1484,2,0,25,25,7,"elec",0
1484,3,0,25,30,7,"elec",0
1484,4,1,0,0,0,"gas",1
1485,1,0,20,30,6,"elec",0
1485,2,0,20,30,8,"gas",0
1485,3,0,25,20,6,"elec",0
1485,4,1,0,0,0,"gas",1
1486,1,0,25,30,6,"elec",0
1486,2,0,20,25,7,"elec",0
1486,3,0,20,25,6,"elec",0
1486,4,1,0,0,0,"gas",1
1487,1,0,20,25,6,"elec",0
1487,2,0,15,25,8,"elec",0
1487,3,0,25,25,8,"elec",0
1487,4,1,0,0,0,"gas",1
1488,1,0,15,25,7,"elec",0
1488,2,0,15,20,7,"elec",0
1488,3,0,15,30,8,"elec",0
1488,4,1,0,0,0,"gas",1
1489,1,0,15,30,8,"gas",0
1489,2,0,25,25,7,"elec",0
1489,3,0,20,20,7,"elec",0
1489,4,1,0,0,0,"gas",1
1490,1,0,15,30,8,"elec",0
1490,2,0,15,20,6,"gas",0
1490,3,0,15,20,7,"elec",0
1490,4,1,0,0,0,"gas",1
1491,1,0,25,30,7,"gas",0
1491,2,0,25,20,8,"gas",0
1491,3,0,15,25,7,"gas",0
1491,4,1,0,0,0,"gas",1
1492,1,0,20,30,7,"elec",0
1492,2,0,15,30,8,"gas",0
1492,3,0,25,25,8,"gas",0
1492,4,1,0,0,0,"gas",1
1493,1,0,25,25,6,"gas",0
1493,2,0,20,25,7,"elec",0
1493,3,0,25,20,6,"elec",0
1493,4,1,0,0,0,"gas",1
1494,1,0,25,20,8,"elec",0
1494,2,0,20,30,6,"elec",0
1494,3,0,25,30,6,"gas",0
1494,4,1,0,0,0,"gas",1
1495,1,0,15,20,8,"elec",0
1495,2,0,25,30,7,"elec",0
1495,3,0,25,20,7,"elec",0
1495,4,1,0,0,0,"gas",1
1496,1,0,15,30,8,"elec",0
1496,2,0,20,25,8,"gas",0
1496,3,0,15,20,6,"elec",0
1496,4,1,0,0,0,"gas",1
1497,1,0,20,20,7,"gas",0
1497,2,0,25,30,6,"gas",0
1497,3,0,15,25,8,"gas",0
1497,4,1,0,0,0,"gas",1
1498,1,0,25,30,6,"elec",0
1498,2,0,20,20,7,"elec",0
1498,3,0,25,20,6,"gas",0
1498,4,1,0,0,0,"gas",1
1499,1,0,25,25,7,"gas",0
1499,2,0,20,30,8,"gas",0
1499,3,0,25,30,7,"elec",0
1499,4,1,0,0,0,"gas",1
1500,1,0,20,25,8,"gas",0
1500,2,0,15,30,7,"gas",0
1500,3,0,20,20,6,"elec",0
1500,4,1,0,0,0,"gas",1
1501,1,0,25,20,6,"elec",0
1501,2,0,15,20,6,"gas",0
1501,3,0,15,30,6,"elec",0
1501,4,1,0,0,0,"gas",1
1502,1,0,25,30,8,"elec",0
1502,2,0,20,20,6,"elec",0
1502,3,0,20,25,7,"elec",0
1502,4,1,0,0,0,"gas",1
1503,1,0,25,30,7,"gas",0
1503,2,0,15,20,7,"elec",0
1503,3,0,20,25,7,"elec",0
1503,4,1,0,0,0,"gas",1
1504,1,0,25,25,8,"elec",0
1504,2,0,25,20,6,"elec",0
1504,3,0,20,20,6,"gas",0
1504,4,1,0,0,0,"gas",1
1505,1,0,25,25,6,"gas",0
1505,2,0,20,20,6,"gas",0
1505,3,0,20,20,8,"gas",0
1505,4,1,0,0,0,"gas",1
1506,1,0,25,30,6,"elec",0
1506,2,0,15,30,6,"elec",0
1506,3,0,20,25,7,"gas",0
1506,4,1,0,0,0,"gas",1
1507,1,0,20,20,7,"gas",0
1507,2,0,15,30,8,"elec",0
1507,3,0,15,30,6,"gas",0
1507,4,1,0,0,0,"gas",1
1508,1,0,25,20,6,"gas",0
1508,2,0,20,25,7,"elec",0
1508,3,0,25,30,6,"gas",0
1508,4,1,0,0,0,"gas",1
1509,1,0,20,30,7,"gas",0
1509,2,0,25,30,7,"gas",0
1509,3,0,15,20,6,"elec",0
1509,4,1,0,0,0,"gas",1
1510,1,0,20,30,7,"elec",0
1510,2,0,25,30,8,"elec",0
1510,3,0,20,30,8,"gas",0
1510,4,1,0,0,0,"gas",1
1511,1,0,25,20,8,"elec",0
1511,2,0,25,30,6,"elec",0
1511,3,0,25,20,7,"elec",0
1511,4,1,0,0,0,"gas",1
1512,1,0,25,30,6,"elec",0
1512,2,0,20,25,6,"gas",0
1512,3,0,15,30,7,"gas",0
1512,4,1,0,0,0,"gas",1
1513,1,0,25,25,8,"elec",0
1513,2,0,20,25,8,"elec",0
1513,3,0,25,20,7,"elec",0
1513,4,1,0,0,0,"gas",1
1514,1,0,25,30,8,"gas",0
1514,2,0,15,20,8,"gas",0
1514,3,0,25,20,7,"gas",0
1514,4,1,0,0,0,"gas",1
1515,1,0,25,30,6,"gas",0
1515,2,0,25,20,7,"gas",0
1515,3,0,15,30,6,"elec",0
1515,4,1,0,0,0,"gas",1
1516,1,0,15,25,8,"gas",0
1516,2,0,20,20,6,"elec",0
1516,3,0,15,20,8,"elec",0
1516,4,1,0,0,0,"gas",1
1517,1,0,25,30,7,"gas",0
1517,2,0,15,20,7,"elec",0
1517,3,0,25,20,8,"gas",0
1517,4,1,0,0,0,"gas",1
1518,1,0,15,30,7,"gas",0
1518,2,0,15,25,7,"gas",0
1518,3,0,25,20,6,"elec",0
1518,4,1,0,0,0,"gas",1
1519,1,0,15,25,7,"elec",0
1519,2,0,20,30,8,"gas",0
1519,3,0,20,25,8,"gas",0
1519,4,1,0,0,0,"gas",1
1520,1,0,20,25,6,"gas",0
1520,2,0,25,25,8,"gas",0
1520,3,0,15,20,6,"gas",0
1520,4,1,0,0,0,"gas",1
1521,1,0,15,25,6,"elec",0
1521,2,0,15,20,7,"gas",0
1521,3,0,25,20,7,"elec",0
1521,4,1,0,0,0,"gas",1
1522,1,0,20,25,6,"gas",0
1522,2,0,25,25,6,"gas",0
1522,3,0,15,25,8,"gas",0
1522,4,1,0,0,0,"gas",1
1523,1,0,20,30,7,"elec",0
1523,2,0,20,25,6,"gas",0
1523,3,0,20,20,8,"elec",0
1523,4,1,0,0,0,"gas",1
1524,1,0,25,20,6,"elec",0
1524,2,0,20,20,7,"gas",0
1524,3,0,20,25,7,"gas",0
1524,4,1,0,0,0,"gas",1
1525,1,0,25,20,6,"elec",0
1525,2,0,20,20,6,"gas",0
1525,3,0,25,30,6,"gas",0
1525,4,1,0,0,0,"gas",1
1526,1,0,15,30,6,"gas",0
1526,2,0,25,30,8,"gas",0
1526,3,0,25,25,6,"elec",0
1526,4,1,0,0,0,"gas",1
1527,1,0,15,25,8,"elec",0
1527,2,0,20,25,6,"elec",0
1527,3,0,20,25,6,"gas",0
1527,4,1,0,0,0,"gas",1
1528,1,0,25,20,7,"elec",0
1528,2,0,25,20,6,"elec",0
1528,3,0,15,25,8,"gas",0
1528,4,1,0,0,0,"gas",1
1529,1,0,15,25,6,"elec",0
1529,2,0,15,30,6,"gas",0
1529,3,0,25,30,6,"elec",0
1529,4,1,0,0,0,"gas",1
1530,1,0,15,30,6,"elec",0
1530,2,0,25,25,8,"gas",0
1530,3,0,15,20,8,"elec",0
1530,4,1,0,0,0,"gas",1
1531,1,0,20,25,7,"elec",0
1531,2,0,20,20,6,"elec",0
1531,3,0,20,30,8,"gas",0
1531,4,1,0,0,0,"gas",1
1532,1,0,20,25,7,"gas",0
1532,2,0,25,20,6,"gas",0
1532,3,0,25,30,8,"elec",0
1532,4,1,0,0,0,"gas",1
1533,1,0,20,20,8,"elec",0
1533,2,0,15,25,8,"gas",0
1533,3,0,20,30,7,"elec",0
1533,4,1,0,0,0,"gas",1
1534,1,0,15,20,6,"elec",0
1534,2,0,15,20,7,"gas",0
1534,3,0,15,25,7,"gas",0
1534,4,1,0,0,0,"gas",1
1535,1,0,15,30,7,"elec",0
1535,2,0,25,25,6,"elec",0
1535,3,0,15,30,8,"elec",0
1535,4,1,0,0,0,"gas",1
1536,1,0,15,25,8,"elec",0
1536,2,0,20,25,8,"elec",0
1536,3,0,25,20,8,"gas",0
1536,4,1,0,0,0,"gas",1
1537,1,0,15,20,8,"gas",0
1537,2,0,15,30,6,"gas",0
1537,3,0,25,20,6,"gas",0
1537,4,1,0,0,0,"gas",1
1538,1,0,25,25,6,"gas",0
1538,2,0,20,20,7,"elec",0
1538,3,0,25,20,8,"gas",0
1538,4,1,0,0,0,"gas",1
1539,1,0,25,30,8,"elec",0
1539,2,0,25,20,6,"gas",0
1539,3,0,20,25,8,"gas",0
1539,4,1,0,0,0,"gas",1
1540,1,0,20,25,8,"elec",0
1540,2,0,20,30,8,"gas",0
1540,3,0,20,25,6,"elec",0
1540,4,1,0,0,0,"gas",1
1541,1,0,15,25,6,"elec",0
1541,2,0,15,25,8,"gas",0
1541,3,0,25,30,6,"elec",0
1541,4,1,0,0,0,"gas",1
1542,1,0,20,25,8,"gas",0
1542,2,0,20,30,6,"gas",0
1542,3,0,15,25,6,"gas",0
1542,4,1,0,0,0,"gas",1
1543,1,0,25,30,6,"elec",0
1543,2,0,25,30,8,"gas",0
1543,3,0,20,20,7,"elec",0
1543,4,1,0,0,0,"gas",1
1544,1,0,15,25,7,"gas",0
1544,2,0,25,20,7,"elec",0
1544,3,0,20,20,7,"gas",0
1544,4,1,0,0,0,"gas",1
1545,1,0,20,30,7,"elec",0
1545,2,0,25,30,7,"elec",0
1545,3,0,25,25,6,"elec",0
1545,4,1,0,0,0,"gas",1
1546,1,0,15,30,6,"gas",0
1546,2,0,25,30,7,"elec",0
1546,3,0,15,25,7,"gas",0
1546,4,1,0,0,0,"gas",1
1547,1,0,15,20,8,"elec",0
1547,2,0,20,25,6,"elec",0
1547,3,0,25,25,7,"gas",0
1547,4,1,0,0,0,"gas",1
1548,1,0,25,20,7,"gas",0
1548,2,0,15,25,7,"gas",0
1548,3,0,25,30,7,"gas",0
1548,4,1,0,0,0,"gas",1
1549,1,0,20,25,6,"elec",0
1549,2,0,20,30,6,"gas",0
1549,3,0,20,30,6,"elec",0
1549,4,1,0,0,0,"gas",1
1550,1,0,15,20,6,"gas",0
1550,2,0,15,30,7,"elec",0
1550,3,0,25,25,6,"elec",0
1550,4,1,0,0,0,"gas",1
1551,1,0,15,30,6,"gas",0
1551,2,0,25,20,7,"elec",0
1551,3,0,20,30,7,"gas",0
1551,4,1,0,0,0,"gas",1
1552,1,0,15,25,8,"gas",0
1552,2,0,20,20,6,"gas",0
1552,3,0,20,30,8,"gas",0
1552,4,1,0,0,0,"gas",1
1553,1,0,25,20,6,"elec",0
1553,2,0,20,25,6,"elec",0
1553,3,0,20,30,6,"elec",0
1553,4,1,0,0,0,"gas",1
1554,1,0,20,20,7,"elec",0
1554,2,0,25,25,7,"elec",0
1554,3,0,20,20,7,"gas",0
1554,4,1,0,0,0,"gas",1
1555,1,0,25,30,7,"gas",0
1555,2,0,20,25,6,"gas",0
1555,3,0,20,30,7,"gas",0
1555,4,1,0,0,0,"gas",1
1556,1,0,20,20,6,"elec",0
1556,2,0,25,20,7,"gas",0
1556,3,0,20,20,8,"gas",0
1556,4,1,0,0,0,"gas",1
1557,1,0,25,30,8,"elec",0
1557,2,0,25,30,7,"elec",0
1557,3,0,25,25,8,"gas",0
1557,4,1,0,0,0,"gas",1
1558,1,0,15,20,8,"elec",0
1558,2,0,25,20,8,"gas",0
1558,3,0,15,20,6,"gas",0
1558,4,1,0,0,0,"gas",1
1559,1,0,25,25,6,"elec",0
1559,2,0,20,30,8,"gas",0
1559,3,0,15,20,7,"elec",0
1559,4,1,0,0,0,"gas",1
1560,1,0,25,20,7,"gas",0
1560,2,0,25,25,6,"gas",0
1560,3,0,25,20,6,"elec",0
1560,4,1,0,0,0,"gas",1
1561,1,0,15,25,7,"elec",0
1561,2,0,20,20,7,"gas",0
1561,3,0,20,25,8,"elec",0
1561,4,1,0,0,0,"gas",1
1562,1,0,25,30,7,"elec",0
1562,2,0,25,30,6,"gas",0
1562,3,0,15,30,8,"elec",0
1562,4,1,0,0,0,"gas",1
1563,1,0,20,30,7,"elec",0
1563,2,0,20,25,7,"elec",0
1563,3,0,25,25,7,"elec",0
1563,4,1,0,0,0,"gas",1
1564,1,0,25,30,6,"gas",0
1564,2,0,25,30,7,"elec",0
1564,3,0,25,25,8,"gas",0
1564,4,1,0,0,0,"gas",1
1565,1,0,15,20,6,"gas",0
1565,2,0,20,20,6,"elec",0
1565,3,0,25,25,7,"elec",0
1565,4,1,0,0,0,"gas",1
1566,1,0,20,25,7,"elec",0
1566,2,0,25,25,8,"gas",0
1566,3,0,20,30,6,"elec",0
1566,4,1,0,0,0,"gas",1
1567,1,0,25,30,6,"elec",0
1567,2,0,20,20,6,"gas",0
1567,3,0,15,20,8,"gas",0
1567,4,1,0,0,0,"gas",1
1568,1,0,15,25,8,"gas",0
1568,2,0,15,30,8,"elec",0
1568,3,0,15,30,6,"elec",0
1568,4,1,0,0,0,"gas",1
1569,1,0,25,30,7,"gas",0
1569,2,0,25,25,7,"gas",0
1569,3,0,25,20,6,"gas",0
1569,4,1,0,0,0,"gas",1
1570,1,0,20,25,6,"elec",0
1570,2,0,15,25,6,"elec",0
1570,3,0,15,25,7,"elec",0
1570,4,1,0,0,0,"gas",1
1571,1,0,15,20,8,"elec",0
1571,2,0,15,25,8,"elec",0
1571,3,0,20,25,8,"gas",0
1571,4,1,0,0,0,"gas",1
1572,1,0,15,20,6,"elec",0
1572,2,0,15,30,7,"elec",0
1572,3,0,20,30,7,"elec",0
1572,4,1,0,0,0,"gas",1
1573,1,0,20,25,8,"gas",0
1573,2,0,20,30,6,"gas",0
1573,3,0,25,25,8,"gas",0
1573,4,1,0,0,0,"gas",1
1574,1,0,15,25,8,"gas",0
1574,2,0,20,25,8,"elec",0
1574,3,0,25,30,6,"elec",0
1574,4,1,0,0,0,"gas",1
1575,1,0,15,20,7,"gas",0
1575,2,0,15,20,8,"gas",0
1575,3,0,25,20,6,"gas",0
1575,4,1,0,0,0,"gas",1
1576,1,0,15,25,8,"gas",0
1576,2,0,25,20,6,"gas",0
1576,3,0,15,30,6,"gas",0
1576,4,1,0,0,0,"gas",1
1577,1,0,25,20,8,"elec",0
1577,2,0,15,30,6,"elec",0
1577,3,0,20,25,8,"gas",0
1577,4,1,0,0,0,"gas",1
1578,1,0,15,20,6,"elec",0
1578,2,0,20,25,8,"elec",0
1578,3,0,25,30,8,"gas",0
1578,4,1,0,0,0,"gas",1
1579,1,0,25,20,8,"gas",0
1579,2,0,25,30,7,"gas",0
1579,3,0,20,20,6,"gas",0
1579,4,1,0,0,0,"gas",1
1580,1,0,25,25,6,"elec",0
1580,2,0,15,25,6,"elec",0
1580,3,0,20,25,7,"elec",0
1580,4,1,0,0,0,"gas",1
1581,1,0,20,25,7,"gas",0
1581,2,0,25,30,6,"elec",0
1581,3,0,15,25,7,"elec",0
1581,4,1,0,0,0,"gas",1
1582,1,0,25,25,6,"elec",0
1582,2,0,15,20,8,"gas",0
1582,3,0,20,20,6,"gas",0
1582,4,1,0,0,0,"gas",1
1583,1,0,15,25,8,"gas",0
1583,2,0,25,30,8,"gas",0
1583,3,0,20,20,6,"gas",0
1583,4,1,0,0,0,"gas",1
1584,1,0,20,25,8,"gas",0
1584,2,0,25,20,8,"gas",0
1584,3,0,25,20,8,"elec",0
1584,4,1,0,0,0,"gas",1
1585,1,0,25,30,8,"elec",0
1585,2,0,20,25,8,"elec",0
1585,3,0,25,30,8,"gas",0
1585,4,1,0,0,0,"gas",1
1586,1,0,15,25,8,"elec",0
1586,2,0,20,25,8,"gas",0
1586,3,0,25,20,8,"gas",0
1586,4,1,0,0,0,"gas",1
1587,1,0,20,30,7,"elec",0
1587,2,0,25,20,7,"elec",0
1587,3,0,25,30,7,"elec",0
1587,4,1,0,0,0,"gas",1
1588,1,0,15,30,7,"elec",0
1588,2,0,20,20,6,"gas",0
1588,3,0,15,20,7,"gas",0
1588,4,1,0,0,0,"gas",1
1589,1,0,20,20,8,"gas",0
1589,2,0,15,25,7,"gas",0
1589,3,0,20,30,8,"elec",0
1589,4,1,0,0,0,"gas",1
1590,1,0,25,30,7,"gas",0
1590,2,0,20,30,6,"elec",0
1590,3,0,25,25,7,"elec",0
1590,4,1,0,0,0,"gas",1
1591,1,0,20,20,7,"gas",0
1591,2,0,20,25,6,"gas",0
1591,3,0,25,25,7,"elec",0
1591,4,1,0,0,0,"gas",1
1592,1,0,15,25,8,"gas",0
1592,2,0,25,30,8,"gas",0
1592,3,0,20,25,6,"gas",0
1592,4,1,0,0,0,"gas",1
1593,1,0,15,25,7,"gas",0
1593,2,0,20,25,7,"elec",0
1593,3,0,25,30,8,"gas",0
1593,4,1,0,0,0,"gas",1
1594,1,0,25,25,7,"elec",0
1594,2,0,25,20,7,"gas",0
1594,3,0,15,25,8,"gas",0
1594,4,1,0,0,0,"gas",1
1595,1,0,25,30,8,"elec",0
1595,2,0,20,20,6,"gas",0
1595,3,0,15,20,6,"elec",0
1595,4,1,0,0,0,"gas",1
1596,1,0,15,30,7,"gas",0
1596,2,0,25,30,7,"gas",0
1596,3,0,20,25,7,"gas",0
1596,4,1,0,0,0,"gas",1
1597,1,0,25,30,8,"elec",0
1597,2,0,20,20,6,"gas",0
1597,3,0,25,20,8,"gas",0
1597,4,1,0,0,0,"gas",1
1598,1,0,20,20,6,"elec",0
1598,2,0,25,25,7,"gas",0
1598,3,0,25,30,6,"gas",0
1598,4,1,0,0,0,"gas",1
1599,1,0,15,25,8,"elec",0
